Rented Bike Count,Temperature(°C),Hour,Dew point temperature(°C),Solar Radiation (MJ/m2),Visibility (10m),Humidity(%),Rainfall(mm),Snowfall (cm)
622,27.8,6,22.5,0.01,1971,73,0.0,0.0
1061,28.2,7,21.7,0.27,1748,68,0.0,0.0
1550,30.3,8,21.3,1.02,1920,59,0.0,0.0
853,32.4,9,21.5,1.69,1264,53,0.0,0.0
540,34.3,10,20.6,2.31,1919,45,0.0,0.0
521,35.8,11,20.4,2.77,1795,41,0.0,0.0
569,36.8,12,20.5,2.8,1944,39,0.0,0.0
533,37.9,13,21.1,3.05,1868,38,0.0,0.0
475,38.7,14,21.8,3.12,1943,38,0.0,0.0
531,39.3,15,21.9,2.82,1892,37,0.0,0.0
561,39.4,16,22.8,2.42,1897,39,0.0,0.0
1033,39.0,17,23.3,1.83,1881,41,0.0,0.0
1929,37.8,18,24.5,1.09,1931,47,0.0,0.0
1553,36.1,19,25.9,0.47,1837,56,0.0,0.0
1441,34.5,20,26.1,0.02,1701,62,0.0,0.0
1500,33.3,21,25.5,0.0,1680,64,0.0,0.0
1367,32.6,22,24.8,0.0,1703,64,0.0,0.0
1046,32.3,23,25.3,0.0,1592,67,0.0,0.0
1075,23.2,0,20.1,0.0,1887,83,0.0,0.0
975,22.7,1,19.6,0.0,1940,83,0.0,0.0
785,22.0,2,19.5,0.0,1703,86,0.0,0.0
514,21.6,3,19.3,0.0,1579,87,0.0,0.0
338,21.2,4,19.1,0.0,1183,88,0.0,0.0
260,21.1,5,18.8,0.0,1116,87,0.0,0.0
362,20.9,6,18.6,0.0,1198,87,0.0,0.0
511,21.1,7,17.7,0.14,1738,81,0.0,0.0
812,22.3,8,15.1,0.75,2000,64,0.0,0.0
925,24.1,9,14.7,1.46,1956,56,0.0,0.0
861,26.0,10,15.9,2.13,2000,54,0.0,0.0
981,27.6,11,15.2,2.63,2000,47,0.0,0.0
1086,28.9,12,16.1,2.96,1966,46,0.0,0.0
1303,29.4,13,17.2,2.88,1942,48,0.0,0.0
1371,29.7,14,15.4,2.37,2000,42,0.0,0.0
1480,30.0,15,16.7,2.1,2000,45,0.0,0.0
1678,30.5,16,15.7,1.95,1930,41,0.0,0.0
1845,29.6,17,15.3,0.98,2000,42,0.0,0.0
1892,28.8,18,16.0,0.58,2000,46,0.0,0.0
1891,27.8,19,15.7,0.08,2000,48,0.0,0.0
1440,26.9,20,15.2,0.0,2000,49,0.0,0.0
1110,26.0,21,15.3,0.0,2000,52,0.0,0.0
992,25.1,22,14.8,0.0,2000,53,0.0,0.0
1523,24.4,23,14.4,0.0,2000,54,0.0,0.0
680,14.1,0,5.1,0.0,2000,55,0.0,0.0
402,13.9,1,5.5,0.0,2000,57,0.0,0.0
262,13.9,2,5.2,0.0,2000,56,0.0,0.0
179,13.6,3,4.9,0.0,2000,56,0.0,0.0
143,13.7,4,5.0,0.0,2000,56,0.0,0.0
246,13.7,5,5.3,0.0,1999,57,0.0,0.0
632,13.3,6,4.6,0.0,2000,56,0.0,0.0
1429,13.1,7,5.0,0.03,1997,58,0.0,0.0
2101,13.7,8,4.5,0.39,1960,54,0.0,0.0
1106,14.9,9,4.5,1.08,1989,50,0.0,0.0
856,16.3,10,4.9,1.93,1815,47,0.0,0.0
959,17.0,11,4.9,2.04,1966,45,0.0,0.0
1138,18.4,12,4.5,2.28,1958,40,0.0,0.0
1087,17.6,13,6.7,1.89,2000,49,0.0,0.0
1137,19.3,14,3.8,2.28,1986,36,0.0,0.0
1258,19.0,15,5.0,1.96,1983,40,0.0,0.0
1357,17.7,16,6.2,0.81,2000,47,0.0,0.0
1799,17.2,17,7.5,0.25,2000,53,0.0,0.0
2857,16.6,18,9.0,0.16,2000,61,0.0,0.0
2122,16.2,19,8.9,0.0,2000,62,0.0,0.0
1824,15.4,20,8.3,0.0,2000,63,0.0,0.0
1777,14.6,21,8.3,0.0,2000,66,0.0,0.0
1501,13.9,22,8.2,0.0,2000,69,0.0,0.0
1057,13.4,23,7.8,0.0,2000,69,0.0,0.0
584,5.7,0,-1.0,0.0,1909,62,0.0,0.0
524,5.1,1,-0.9,0.0,1932,65,0.0,0.0
362,4.4,2,-1.8,0.0,2000,64,0.0,0.0
242,4.2,3,-1.8,0.0,1962,65,0.0,0.0
147,3.6,4,-1.3,0.0,1934,70,0.0,0.0
154,3.3,5,-1.2,0.0,1946,72,0.0,0.0
433,2.9,6,-1.1,0.0,1761,75,0.0,0.0
1055,2.5,7,-1.4,0.0,1763,75,0.0,0.0
1899,2.8,8,-1.3,0.13,1366,74,0.0,0.0
1011,4.7,9,-2.4,0.82,1219,60,0.0,0.0
696,8.1,10,-1.4,1.38,1100,51,0.0,0.0
852,11.1,11,-0.1,1.84,1518,46,0.0,0.0
926,12.6,12,-2.1,2.14,1785,36,0.0,0.0
968,13.6,13,-2.8,2.22,1814,32,0.0,0.0
1040,14.9,14,-2.1,2.06,1872,31,0.0,0.0
1094,14.8,15,-2.6,1.71,1990,30,0.0,0.0
1206,14.7,16,-1.8,1.13,1934,32,0.0,0.0
1569,13.7,17,-0.7,0.49,2000,37,0.0,0.0
2254,11.8,18,-0.3,0.03,1995,43,0.0,0.0
1561,10.5,19,0.2,0.0,1965,49,0.0,0.0
1269,9.9,20,0.7,0.0,1868,53,0.0,0.0
1197,9.3,21,0.4,0.0,1975,54,0.0,0.0
1115,8.3,22,1.2,0.0,1809,61,0.0,0.0
806,7.8,23,1.1,0.0,1547,63,0.0,0.0
152,-6.6,0,-18.2,0.0,1930,39,0.0,0.0
168,-6.5,1,-16.4,0.0,1964,45,0.0,0.0
145,-6.4,2,-17.8,0.0,2000,40,0.0,0.0
77,-6.5,3,-17.3,0.0,1996,42,0.0,0.0
47,-6.4,4,-16.1,0.0,1993,46,0.0,0.0
40,-6.3,5,-14.8,0.0,2000,51,0.0,0.0
42,-6.4,6,-13.1,0.0,887,59,0.0,0.0
43,-6.5,7,-11.4,0.0,571,68,0.0,0.0
67,-6.5,8,-10.7,0.0,670,72,0.0,0.2
102,-6.3,9,-9.8,0.05,330,76,0.2,0.4
106,-5.5,10,-9.7,0.29,1354,72,0.0,0.6
133,-4.8,11,-9.4,0.21,1244,70,0.0,0.6
174,-3.7,12,-9.1,0.45,1140,66,0.2,0.4
212,-2.5,13,-8.7,0.66,1087,62,0.0,0.0
215,-1.8,14,-8.1,0.55,936,62,0.0,0.0
251,-1.5,15,-7.8,0.28,957,62,0.0,0.0
249,-1.2,16,-7.3,0.19,876,63,0.0,0.0
277,-1.4,17,-6.5,0.11,761,68,0.0,0.0
223,-2.6,18,-6.7,0.01,684,73,0.0,0.0
167,-3.3,19,-6.9,0.0,633,76,0.0,0.0
158,-3.9,20,-7.1,0.0,596,78,0.0,0.0
156,-4.1,21,-7.2,0.0,522,79,0.0,0.0
168,-4.3,22,-7.0,0.0,435,81,0.0,0.0
131,-4.4,23,-7.1,0.0,420,81,0.0,0.0
149,-4.4,0,-7.1,0.0,414,81,0.0,0.0
150,-3.7,1,-6.8,0.0,438,79,0.0,0.0
111,-3.5,2,-6.7,0.0,444,78,0.0,0.0
79,-3.6,3,-6.8,0.0,471,78,0.0,0.0
48,-4.0,4,-7.1,0.0,453,79,0.0,0.0
29,-4.2,5,-7.3,0.0,442,79,0.0,0.0
49,-4.3,6,-7.4,0.0,433,79,0.0,0.0
59,-4.4,7,-7.3,0.0,411,80,0.0,0.0
81,-3.8,8,-6.9,0.0,412,79,0.0,0.0
118,-3.4,9,-6.8,0.12,432,77,0.0,0.0
134,-2.1,10,-6.4,0.34,489,72,0.0,0.0
174,-0.5,11,-6.4,0.49,537,64,0.0,0.0
226,1.2,12,-6.1,0.74,550,58,0.0,0.0
272,3.0,13,-5.9,0.9,568,52,0.0,0.0
304,3.7,14,-5.0,0.74,592,53,0.0,0.0
353,4.6,15,-4.9,0.62,824,50,0.0,0.0
366,5.3,16,-4.5,0.43,982,49,0.0,0.0
302,4.5,17,-4.7,0.17,1244,51,0.0,0.0
250,4.1,18,-4.6,0.0,1132,53,0.0,0.0
208,3.9,19,-4.5,0.0,1102,54,0.0,0.0
210,3.5,20,-4.7,0.0,1100,55,0.0,0.0
213,3.1,21,-4.3,0.0,936,58,0.0,0.0
196,2.8,22,-4.2,0.0,829,60,0.0,0.0
144,2.7,23,-4.3,0.0,794,60,0.0,0.0
171,3.0,0,-4.0,0.0,842,60,0.0,0.0
122,3.0,1,-3.5,0.0,835,62,0.0,0.0
74,3.6,2,-2.3,0.0,959,65,0.0,0.0
58,4.4,3,-0.6,0.0,928,70,0.0,0.0
38,4.9,4,0.4,0.0,881,73,0.0,0.0
55,5.0,5,1.1,0.0,808,76,0.0,0.0
82,4.9,6,2.2,0.0,582,83,0.0,0.0
209,4.4,7,2.4,0.0,357,87,0.0,0.0
444,4.1,8,1.7,0.0,470,85,0.0,0.0
303,3.9,9,1.7,0.11,399,86,0.2,0.0
212,4.2,10,1.3,0.22,560,82,0.0,0.0
254,4.7,11,0.6,0.54,533,75,0.0,0.0
311,6.2,12,-0.1,0.79,549,64,0.0,0.0
309,6.1,13,-0.8,0.91,534,61,0.0,0.0
306,7.1,14,-2.1,0.76,646,52,0.0,0.0
349,7.4,15,-6.0,0.63,817,38,0.0,0.0
365,7.5,16,-6.2,0.48,813,37,0.0,0.0
455,6.5,17,-6.1,0.23,804,40,0.0,0.0
555,5.2,18,-6.0,0.0,647,44,0.0,0.0
444,4.4,19,-4.3,0.0,538,53,0.0,0.0
321,3.7,20,-3.8,0.0,474,58,0.0,0.0
334,3.4,21,-3.8,0.0,471,59,0.0,0.0
333,3.0,22,-3.8,0.0,460,61,0.0,0.0
230,2.4,23,-3.9,0.0,443,63,0.0,0.0
212,1.8,0,-3.6,0.0,387,67,0.0,0.0
207,1.2,1,-4.8,0.0,455,64,0.0,0.0
141,0.5,2,-3.9,0.0,385,72,0.0,0.0
81,0.3,3,-4.5,0.0,438,70,0.0,0.0
51,0.8,4,-5.0,0.0,502,65,0.0,0.0
58,1.1,5,-4.9,0.0,505,64,0.0,0.0
140,1.2,6,-3.8,0.0,436,69,0.0,0.0
318,1.1,7,-3.9,0.0,418,69,0.0,0.0
650,1.2,8,-4.0,0.0,411,68,0.0,0.0
376,1.9,9,-3.9,0.06,402,65,0.0,0.0
221,2.7,10,-4.3,0.18,392,60,0.0,0.0
256,3.9,11,-3.8,0.28,363,57,0.0,0.0
276,5.2,12,-3.8,0.45,349,52,0.0,0.0
296,5.8,13,-4.6,0.53,382,47,0.0,0.0
276,6.5,14,-5.2,0.52,468,43,0.0,0.0
250,6.3,15,-6.3,0.19,498,40,0.0,0.0
277,5.8,16,-3.8,0.11,547,50,0.0,0.0
381,5.2,17,-2.4,0.08,462,58,0.0,0.0
592,4.9,18,-2.4,0.0,427,59,0.0,0.0
409,4.6,19,-3.2,0.0,432,57,0.0,0.0
332,4.5,20,-3.0,0.0,383,58,0.0,0.0
342,4.3,21,-3.7,0.0,434,56,0.0,0.0
321,4.0,22,-3.7,0.0,430,57,0.0,0.0
242,3.9,23,-3.1,0.0,379,60,0.0,0.0
204,3.5,0,-3.1,0.0,382,62,0.0,0.0
183,3.3,1,-2.8,0.0,339,64,0.0,0.0
140,3.1,2,-2.8,0.0,310,65,0.0,0.0
75,3.0,3,-2.5,0.0,297,67,0.0,0.0
55,3.0,4,-2.3,0.0,322,68,0.0,0.0
72,2.9,5,-2.8,0.0,325,66,0.0,0.0
115,2.7,6,-2.0,0.0,270,71,0.0,0.0
272,2.5,7,-2.2,0.0,289,71,0.0,0.0
537,2.6,8,-2.3,0.0,296,70,0.0,0.0
337,3.0,9,-2.7,0.12,306,66,0.0,0.0
212,4.3,10,-3.2,0.23,401,58,0.0,0.0
270,6.0,11,-3.3,0.55,436,51,0.0,0.0
310,8.1,12,-1.4,0.75,367,51,0.0,0.0
273,8.0,13,-0.7,0.57,435,54,0.0,0.0
258,7.7,14,-1.0,0.58,313,54,0.0,0.0
278,8.5,15,-1.6,0.73,400,49,0.0,0.0
314,8.3,16,-0.4,0.44,330,54,0.0,0.0
380,7.2,17,-0.7,0.19,342,57,0.0,0.0
501,5.2,18,-1.5,0.01,503,62,0.0,0.0
360,4.2,19,-1.1,0.0,446,68,0.0,0.0
286,3.5,20,-1.0,0.0,361,72,0.0,0.0
320,3.1,21,-1.0,0.0,333,74,0.0,0.0
313,2.8,22,-1.3,0.0,309,74,0.0,0.0
227,2.7,23,-1.4,0.0,291,74,0.0,0.0
215,2.7,0,-1.6,0.0,290,73,0.0,0.0
190,3.2,1,-1.3,0.0,306,72,0.0,0.0
137,3.3,2,-1.0,0.0,288,73,0.0,0.0
95,3.6,3,-0.6,0.0,273,74,0.0,0.0
50,3.3,4,0.1,0.0,232,80,0.0,0.0
68,2.6,5,-0.1,0.0,229,82,0.0,0.0
107,2.2,6,-0.5,0.0,211,82,0.0,0.0
279,1.5,7,-0.5,0.0,189,86,0.0,0.0
537,1.1,8,-0.9,0.0,197,86,0.0,0.0
305,1.2,9,-1.2,0.07,210,84,0.0,0.0
188,1.4,10,-1.5,0.21,255,81,0.0,0.0
261,1.8,11,-2.1,0.35,301,75,0.0,0.0
267,2.5,12,-2.0,0.0,256,72,0.0,0.0
307,3.5,13,-4.9,0.68,463,54,0.0,0.0
301,4.4,14,-7.4,0.72,719,42,0.0,0.0
269,4.2,15,-9.5,0.57,957,36,0.0,0.0
328,3.6,16,-8.1,0.29,883,42,0.0,0.0
416,2.8,17,-7.6,0.14,858,46,0.0,0.0
506,2.0,18,-10.5,0.01,1259,39,0.0,0.0
365,1.5,19,-10.3,0.0,1210,41,0.0,0.0
303,1.1,20,-9.8,0.0,1171,44,0.0,0.0
339,0.8,21,-9.8,0.0,1184,45,0.0,0.0
318,0.7,22,-9.9,0.0,1084,45,0.0,0.0
232,0.6,23,-9.4,0.0,1046,47,0.0,0.0
211,0.3,0,-10.2,0.0,1154,45,0.0,0.0
207,0.0,1,-11.1,0.0,1250,43,0.0,0.0
140,-0.3,2,-11.1,0.0,1295,44,0.0,0.0
93,-0.6,3,-11.6,0.0,1316,43,0.0,0.0
58,-0.7,4,-11.1,0.0,1241,45,0.0,0.0
61,-1.4,5,-11.2,0.0,1301,47,0.0,0.0
151,-1.8,6,-11.1,0.0,1359,49,0.0,0.0
334,-2.0,7,-11.3,0.0,1281,49,0.0,0.0
648,-2.5,8,-11.5,0.0,1281,50,0.0,0.0
387,-2.1,9,-13.3,0.17,1519,42,0.0,0.0
255,0.0,10,-15.9,0.52,1592,29,0.0,0.0
283,2.2,11,-18.5,0.83,1794,20,0.0,0.0
341,4.3,12,-12.6,0.98,1858,28,0.0,0.0
341,4.7,13,-13.2,1.11,1370,26,0.0,0.0
349,4.7,14,-14.2,1.08,1552,24,0.0,0.0
381,5.4,15,-13.1,0.9,1686,25,0.0,0.0
390,4.9,16,-12.5,0.65,1648,27,0.0,0.0
468,4.1,17,-10.3,0.28,1810,34,0.0,0.0
702,2.9,18,-7.8,0.04,1629,45,0.0,0.0
471,2.0,19,-7.8,0.0,1519,48,0.0,0.0
342,1.2,20,-7.8,0.0,1544,51,0.0,0.0
331,0.5,21,-8.2,0.0,1595,52,0.0,0.0
292,0.0,22,-7.7,0.0,1544,56,0.0,0.0
236,-0.5,23,-7.5,0.0,1487,59,0.0,0.0
228,-0.6,0,-7.4,0.0,1433,60,0.0,0.0
258,-0.9,1,-6.8,0.0,1273,64,0.0,0.0
216,-0.9,2,-6.6,0.0,1369,65,0.0,0.0
118,-0.9,3,-6.6,0.0,1359,65,0.0,0.0
89,-0.7,4,-6.4,0.0,1226,65,0.0,0.0
56,-0.3,5,-6.7,0.0,862,62,0.0,0.0
50,-0.1,6,-6.9,0.0,1080,60,0.0,0.0
101,0.2,7,-6.6,0.0,1145,60,0.0,0.0
191,0.3,8,-5.9,0.0,1140,63,0.0,0.0
234,0.9,9,-5.3,0.07,1090,63,0.0,0.0
259,2.1,10,-4.8,0.3,1005,60,0.0,0.0
285,3.7,11,-3.5,0.51,978,59,0.0,0.0
325,5.3,12,-3.0,0.85,904,55,0.0,0.0
356,6.3,13,-2.0,0.85,792,55,0.0,0.0
334,5.9,14,-1.0,0.52,623,61,0.0,0.0
406,6.3,15,-2.0,0.68,355,55,0.0,0.0
352,6.6,16,-5.4,0.48,355,42,0.0,0.0
377,5.7,17,-3.1,0.22,276,53,0.0,0.0
283,4.6,18,-3.6,0.03,232,55,0.0,0.0
223,3.5,19,-2.2,0.0,187,66,0.0,0.0
219,2.9,20,-2.8,0.0,173,66,0.0,0.0
220,2.1,21,-7.7,0.0,346,48,0.0,0.0
232,1.5,22,-8.3,0.0,422,48,0.0,0.0
164,0.8,23,-7.7,0.0,382,53,0.0,0.0
196,-0.3,0,-7.1,0.0,340,60,0.0,0.0
177,-0.8,1,-8.0,0.0,400,58,0.0,0.0
107,-1.5,2,-7.6,0.0,380,63,0.0,0.0
107,-2.0,3,-8.7,0.0,474,60,0.0,0.0
73,-2.3,4,-12.1,0.0,984,47,0.0,0.0
32,-2.6,5,-11.8,0.0,1065,49,0.0,0.0
36,-3.1,6,-11.1,0.0,1037,54,0.0,0.0
61,-3.2,7,-11.2,0.0,1113,54,0.0,0.0
115,-3.6,8,-11.8,0.0,1227,53,0.0,0.0
152,-3.2,9,-13.2,0.15,1091,46,0.0,0.0
189,-1.3,10,-14.1,0.47,1070,37,0.0,0.0
216,1.9,11,-16.1,0.78,1493,25,0.0,0.0
271,3.9,12,-12.1,0.91,1085,30,0.0,0.0
343,4.9,13,-15.0,1.0,1446,22,0.0,0.0
340,5.4,14,-17.0,0.96,1923,18,0.0,0.0
389,5.4,15,-15.8,0.8,1890,20,0.0,0.0
396,4.7,16,-18.3,0.55,2000,17,0.0,0.0
383,3.8,17,-17.1,0.24,2000,20,0.0,0.0
295,2.5,18,-16.0,0.02,2000,24,0.0,0.0
223,1.3,19,-16.6,0.0,2000,25,0.0,0.0
258,0.3,20,-16.5,0.0,2000,27,0.0,0.0
237,-0.1,21,-16.0,0.0,2000,29,0.0,0.0
207,-0.3,22,-15.0,0.0,2000,32,0.0,0.0
170,-0.4,23,-15.1,0.0,2000,32,0.0,0.0
171,-0.2,0,-15.7,0.0,2000,30,0.0,0.0
97,-0.2,1,-14.9,0.0,2000,32,0.0,0.0
73,-0.2,2,-14.5,0.0,2000,33,0.0,0.0
53,-0.3,3,-15.4,0.0,2000,31,0.0,0.0
31,0.0,4,-14.7,0.0,2000,32,0.0,0.0
60,0.0,5,-14.7,0.0,2000,32,0.0,0.0
165,0.0,6,-14.3,0.0,2000,33,0.0,0.0
316,-0.4,7,-14.3,0.0,1989,34,0.0,0.0
683,-0.7,8,-15.3,0.0,1991,32,0.0,0.0
365,0.1,9,-14.3,0.06,1901,33,0.0,0.0
221,1.1,10,-14.1,0.25,1898,31,0.0,0.0
277,2.4,11,-14.7,0.47,1796,27,0.0,0.0
323,3.9,12,-12.9,0.6,1383,28,0.0,0.0
281,3.9,13,-10.9,0.19,1249,33,0.0,0.0
249,3.3,14,-1.0,0.11,744,73,0.0,0.0
63,3.6,15,-1.5,0.17,655,69,0.0,0.0
18,2.0,16,0.0,0.03,140,87,0.0,0.0
43,1.3,17,0.2,0.03,81,93,0.0,0.2
170,1.1,18,0.5,0.0,187,96,3.3,1.0
167,-0.1,19,-1.8,0.0,582,88,0.0,1.0
181,-0.8,20,-3.0,0.0,836,85,0.0,1.0
187,-1.8,21,-3.9,0.0,590,85,0.0,1.0
170,-3.2,22,-6.0,0.0,492,81,0.0,1.0
139,-4.2,23,-7.3,0.0,554,79,0.0,1.0
96,-5.3,0,-8.7,0.0,894,77,0.0,1.0
120,-6.0,1,-9.5,0.0,1178,76,0.0,1.0
75,-7.5,2,-12.9,0.0,2000,65,0.0,1.0
55,-8.6,3,-13.4,0.0,2000,68,0.0,1.0
45,-9.5,4,-18.2,0.0,2000,49,0.0,1.0
44,-10.5,5,-19.9,0.0,2000,46,0.0,1.0
84,-11.5,6,-20.5,0.0,2000,47,0.0,1.0
211,-12.5,7,-23.0,0.0,2000,41,0.0,1.0
423,-13.0,8,-23.5,0.0,2000,41,0.0,1.0
228,-13.3,9,-25.2,0.19,2000,36,0.0,1.0
132,-12.1,10,-24.8,0.62,1968,34,0.0,1.0
184,-11.7,11,-26.9,0.94,1935,27,0.0,1.0
180,-11.3,12,-26.6,1.18,1955,27,0.0,1.0
189,-11.0,13,-26.3,1.26,1959,27,0.0,1.0
169,-10.4,14,-24.6,1.22,2000,30,0.0,1.0
181,-9.7,15,-23.3,1.04,2000,32,0.0,1.0
181,-10.1,16,-23.0,0.74,2000,34,0.0,1.0
239,-10.6,17,-22.2,0.38,2000,38,0.0,0.9
351,-11.5,18,-21.6,0.05,2000,43,0.0,0.9
248,-12.0,19,-21.0,0.0,2000,47,0.0,0.9
178,-12.5,20,-20.3,0.0,2000,52,0.0,0.9
145,-13.2,21,-21.6,0.0,2000,49,0.0,0.9
117,-13.9,22,-23.2,0.0,2000,45,0.0,0.9
106,-14.3,23,-25.5,0.0,2000,38,0.0,0.9
90,-14.6,0,-27.0,0.0,2000,34,0.0,0.9
89,-15.0,1,-28.3,0.0,2000,31,0.0,0.9
50,-15.2,2,-28.2,0.0,2000,32,0.0,0.9
32,-15.2,3,-28.9,0.0,2000,30,0.0,0.9
24,-15.4,4,-29.1,0.0,2000,30,0.0,0.9
34,-15.6,5,-29.6,0.0,2000,29,0.0,0.9
71,-15.7,6,-29.7,0.0,2000,29,0.0,0.9
164,-15.9,7,-29.5,0.0,2000,30,0.0,0.9
364,-16.2,8,-29.8,0.0,2000,30,0.0,0.9
192,-15.8,9,-30.5,0.2,2000,27,0.0,0.9
90,-14.5,10,-30.6,0.61,1902,24,0.0,0.9
124,-13.1,11,-29.0,0.96,1964,25,0.0,0.9
121,-12.2,12,-27.8,1.17,2000,26,0.0,0.9
140,-12.0,13,-28.0,1.27,1887,25,0.0,0.9
125,-11.1,14,-26.8,1.25,1980,26,0.0,0.8
149,-10.8,15,-25.4,1.06,2000,29,0.0,0.7
124,-11.2,16,-25.3,0.77,2000,30,0.0,0.7
203,-11.8,17,-27.4,0.39,2000,26,0.0,0.7
297,-13.0,18,-27.3,0.05,2000,29,0.0,0.7
211,-13.8,19,-26.9,0.0,2000,32,0.0,0.7
125,-14.3,20,-25.8,0.0,2000,37,0.0,0.7
132,-14.7,21,-25.3,0.0,1933,40,0.0,0.7
121,-15.2,22,-24.4,0.0,2000,45,0.0,0.7
82,-15.7,23,-25.4,0.0,2000,43,0.0,0.7
78,-15.9,0,-25.6,0.0,2000,43,0.0,0.7
68,-16.1,1,-26.0,0.0,2000,42,0.0,0.7
60,-16.0,2,-25.9,0.0,2000,42,0.0,0.7
32,-16.0,3,-26.5,0.0,2000,40,0.0,0.7
22,-15.9,4,-27.2,0.0,1985,37,0.0,0.7
34,-15.8,5,-27.1,0.0,2000,37,0.0,0.7
71,-16.1,6,-28.7,0.0,2000,33,0.0,0.7
165,-16.2,7,-28.7,0.0,2000,33,0.0,0.7
349,-16.4,8,-29.2,0.01,2000,32,0.0,0.6
187,-16.2,9,-28.7,0.19,2000,33,0.0,0.6
105,-15.3,10,-27.9,0.56,2000,33,0.0,0.6
122,-13.8,11,-29.6,0.91,1996,25,0.0,0.6
142,-12.8,12,-28.7,1.16,1981,25,0.0,0.6
130,-11.4,13,-26.7,1.26,2000,27,0.0,0.6
160,-10.4,14,-26.7,1.21,1981,25,0.0,0.5
130,-9.7,15,-24.8,1.0,2000,28,0.0,0.5
152,-9.6,16,-23.6,0.66,1973,31,0.0,0.5
170,-10.9,17,-24.4,0.28,2000,32,0.0,0.5
288,-11.8,18,-24.8,0.04,2000,33,0.0,0.5
178,-12.7,19,-25.6,0.0,2000,33,0.0,0.5
141,-13.5,20,-26.3,0.0,2000,33,0.0,0.5
137,-14.1,21,-26.2,0.0,2000,35,0.0,0.5
113,-14.6,22,-26.7,0.0,2000,35,0.0,0.5
79,-14.9,23,-26.9,0.0,2000,35,0.0,0.5
68,-15.1,0,-27.4,0.0,2000,34,0.0,0.5
93,-15.3,1,-27.6,0.0,2000,34,0.0,0.5
54,-15.6,2,-28.2,0.0,2000,33,0.0,0.5
41,-15.9,3,-28.2,0.0,2000,34,0.0,0.5
24,-16.4,4,-28.0,0.0,2000,36,0.0,0.5
36,-16.9,5,-27.9,0.0,2000,38,0.0,0.5
64,-17.4,6,-27.7,0.0,2000,40,0.0,0.5
142,-17.5,7,-28.4,0.0,2000,38,0.0,0.5
322,-17.8,8,-28.1,0.0,2000,40,0.0,0.5
149,-17.5,9,-28.7,0.21,1941,37,0.0,0.5
96,-16.5,10,-29.0,0.62,1703,33,0.0,0.5
93,-15.6,11,-28.9,0.93,1808,31,0.0,0.5
111,-14.4,12,-28.2,1.17,1906,30,0.0,0.5
115,-13.3,13,-27.9,1.26,1889,28,0.0,0.5
116,-12.1,14,-27.3,1.25,1879,27,0.0,0.4
140,-11.4,15,-26.7,0.0,1805,27,0.0,0.4
147,-10.8,16,-25.8,0.77,1778,28,0.0,0.4
196,-11.5,17,-25.2,0.41,1745,31,0.0,0.3
305,-12.7,18,-25.6,0.05,1835,33,0.0,0.3
171,-13.2,19,-26.1,0.0,1863,33,0.0,0.3
121,-13.7,20,-25.9,0.0,1878,35,0.0,0.3
130,-14.1,21,-25.9,0.0,1869,36,0.0,0.3
108,-14.6,22,-25.2,0.0,1746,40,0.0,0.3
89,-14.4,23,-25.6,0.0,1738,38,0.0,0.3
80,-15.0,0,-25.0,0.0,1766,42,0.0,0.3
94,-15.1,1,-24.9,0.0,1905,43,0.0,0.3
75,-15.3,2,-25.0,0.0,1867,43,0.0,0.3
41,-15.3,3,-25.0,0.0,1963,43,0.0,0.3
36,-15.3,4,-24.0,0.0,1868,47,0.0,0.3
25,-15.4,5,-24.6,0.0,2000,45,0.0,0.3
33,-15.3,6,-24.0,0.0,1921,47,0.0,0.3
57,-15.7,7,-23.1,0.0,1629,53,0.0,0.3
84,-15.9,8,-22.2,0.0,1369,58,0.0,0.3
105,-15.1,9,-23.4,0.2,1401,49,0.0,0.3
96,-12.3,10,-24.6,0.6,1497,35,0.0,0.3
125,-9.6,11,-22.9,0.9,1748,33,0.0,0.3
145,-7.7,12,-21.5,1.13,1763,32,0.0,0.3
189,-6.6,13,-22.5,1.24,1889,27,0.0,0.3
193,-4.1,14,-21.2,1.2,1730,25,0.0,0.2
192,-3.7,15,-20.4,1.04,1739,26,0.0,0.0
195,-3.7,16,-20.9,0.74,1839,25,0.0,0.0
207,-4.6,17,-21.2,0.39,2000,26,0.0,0.0
162,-6.6,18,-20.9,0.06,1988,31,0.0,0.0
122,-7.1,19,-20.6,0.0,1887,33,0.0,0.0
117,-7.6,20,-20.1,0.0,1858,36,0.0,0.0
103,-7.9,21,-20.7,0.0,1878,35,0.0,0.0
114,-7.8,22,-18.2,0.0,1804,43,0.0,0.0
103,-7.6,23,-18.3,0.0,1760,42,0.0,0.0
125,-7.5,0,-20.0,0.0,1972,36,0.0,0.0
103,-7.5,1,-17.4,0.0,1853,45,0.0,0.0
72,-7.8,2,-16.1,0.0,1627,51,0.0,0.0
67,-7.7,3,-16.5,0.0,1573,49,0.0,0.0
38,-7.6,4,-19.8,0.0,1966,37,0.0,0.0
21,-7.5,5,-21.0,0.0,2000,33,0.0,0.0
30,-7.8,6,-20.6,0.0,2000,35,0.0,0.0
42,-8.0,7,-19.5,0.0,2000,39,0.0,0.0
72,-8.1,8,-18.5,0.0,1943,43,0.0,0.0
104,-7.8,9,-18.7,0.17,1923,41,0.0,0.0
111,-5.9,10,-18.9,0.53,1940,35,0.0,0.0
145,-4.6,11,-20.8,0.85,1887,27,0.0,0.0
189,-3.5,12,-20.2,1.07,1756,26,0.0,0.0
